"","Location","Year","count","Family","Species","length","a","b","biomass.kgha","mass.g","FG.fine","lat","lon","Management","state"
"1919","Mahe E Carbonate","1994",2,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.191095972,95,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"1930","Mahe E Carbonate","1994",2,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"1931","Mahe E Carbonate","1994",2,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"1932","Mahe E Carbonate","1994",2,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"1933","Mahe E Carbonate","1994",2,"Labridae","Thalassoma hebraicum",18,0.0183,2.862,4.652592825,72,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"1938","Mahe E Granite","1994",2,"Labridae","Thalassoma hebraicum",10,0.0183,2.862,0.865177342,13,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"1939","Mahe E Granite","1994",2,"Labridae","Thalassoma hebraicum",11,0.0183,2.862,1.136504087,17,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"1940","Mahe E Granite","1994",2,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"1941","Mahe E Granite","1994",2,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"1942","Mahe E Granite","1994",2,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"1943","Mahe E Granite","1994",2,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"1947","Mahe E Patch","1994",2,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"1962","Mahe NW Granite","1994",2,"Labridae","Cheilinus fasciatus",20,0.021,2.972,10.03539541,154,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"1963","Mahe NW Granite","1994",2,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.267922887,66,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"1964","Mahe NW Granite","1994",2,"Labridae","Cheilinus trilobatus",20,0.021,2.972,10.03539541,154,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"1965","Mahe NW Granite","1994",2,"Labridae","Cheilinus trilobatus",26,0.021,2.972,21.88638992,337,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"1984","Mahe W Carbonate","1994",2,"Labridae","Cheilinus trilobatus",23,0.021,2.972,15.20297113,234,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"1990","Mahe W Granite","1994",2,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"1998","Praslin NE Carbonate","1994",2,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"1999","Praslin NE Carbonate","1994",2,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2000","Praslin NE Carbonate","1994",2,"Labridae","Thalassoma hebraicum",18,0.0183,2.862,4.652592825,72,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2028","Praslin SW Carbonate","1994",2,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2029","Praslin SW Carbonate","1994",2,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2030","Praslin SW Carbonate","1994",2,"Labridae","Thalassoma hebraicum",16,0.0183,2.862,3.321211457,51,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2032","Praslin SW Granite","1994",2,"Labridae","Cheilinus trilobatus",21,0.021,2.972,11.60136487,179,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"2038","Praslin SW Granite","1994",2,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"2040","Praslin SW Patch","1994",2,"Labridae","Cheilinus fasciatus",19,0.021,2.972,8.616463329,133,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2043","Praslin SW Patch","1994",2,"Labridae","Thalassoma hebraicum",17,0.0183,2.862,3.950480751,61,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2125","Mahe E Carbonate","1994",3,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"2126","Mahe E Granite","1994",3,"Labridae","Cheilinus fasciatus",29,0.021,2.972,30.27751248,466,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2134","Mahe E Granite","1994",3,"Labridae","Thalassoma hebraicum",10,0.0183,2.862,0.865177342,13,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2135","Mahe E Granite","1994",3,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2136","Mahe E Granite","1994",3,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2137","Mahe E Granite","1994",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2148","Mahe E Patch","1994",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2171","Mahe NW Granite","1994",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2173","Mahe NW Patch","1994",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.614482,55.41627,"Fished","Recovering"
"2176","Mahe W Carbonate","1994",3,"Labridae","Cheilinus trilobatus",31,0.021,2.972,36.91478098,568,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"2184","Mahe W Carbonate","1994",3,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"2185","Mahe W Carbonate","1994",3,"Labridae","Thalassoma hebraicum",19,0.0183,2.862,5.431226853,84,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"2199","Mahe W Patch","1994",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"2200","Mahe W Patch","1994",3,"Labridae","Thalassoma hebraicum",16,0.0183,2.862,3.321211457,51,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"2209","Praslin NE Carbonate","1994",3,"Labridae","Thalassoma hebraicum",8,0.0183,2.862,0.456823756,7,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2210","Praslin NE Carbonate","1994",3,"Labridae","Thalassoma hebraicum",10,0.0183,2.862,0.865177342,13,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2211","Praslin NE Carbonate","1994",3,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2212","Praslin NE Carbonate","1994",3,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2213","Praslin NE Carbonate","1994",3,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2214","Praslin NE Carbonate","1994",3,"Labridae","Thalassoma hebraicum",16,0.0183,2.862,3.321211457,51,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2236","Praslin SW Carbonate","1994",3,"Labridae","Cheilinus trilobatus",23,0.021,2.972,15.20297113,234,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2247","Praslin SW Carbonate","1994",3,"Labridae","Thalassoma hebraicum",19,0.0183,2.862,5.431226853,84,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2252","Praslin SW Granite","1994",3,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"2253","Praslin SW Granite","1994",3,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"2254","Praslin SW Granite","1994",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"2259","Praslin SW Patch","1994",3,"Labridae","Thalassoma hebraicum",20,0.0183,2.862,6.290033879,97,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2341","Mahe E Carbonate","1994",4,"Labridae","Cheilinus trilobatus",19,0.021,2.972,8.616463329,133,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"2348","Mahe E Carbonate","1994",4,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"2349","Mahe E Granite","1994",4,"Labridae","Cheilinus fasciatus",23,0.021,2.972,15.20297113,234,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2356","Mahe E Granite","1994",4,"Labridae","Thalassoma hebraicum",10,0.0183,2.862,0.865177342,13,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2357","Mahe E Granite","1994",4,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2358","Mahe E Granite","1994",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2359","Mahe E Granite","1994",4,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2362","Mahe E Patch","1994",4,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.267922887,66,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2368","Mahe E Patch","1994",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2369","Mahe E Patch","1994",4,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2370","Mahe E Patch","1994",4,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2371","Mahe E Patch","1994",4,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2372","Mahe E Patch","1994",4,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2373","Mahe E Patch","1994",4,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2394","Mahe NW Granite","1994",4,"Labridae","Thalassoma hebraicum",10,0.0183,2.862,0.865177342,13,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2395","Mahe NW Granite","1994",4,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2402","Mahe W Carbonate","1994",4,"Labridae","Cheilinus trilobatus",30,0.021,2.972,33.48711326,515,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"2404","Mahe W Carbonate","1994",4,"Labridae","Thalassoma hebraicum",18,0.0183,2.862,4.652592825,72,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"2408","Mahe W Patch","1994",4,"Labridae","Cheilinus fasciatus",26,0.021,2.972,21.88638992,337,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"2409","Mahe W Patch","1994",4,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"2410","Mahe W Patch","1994",4,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"2417","Praslin NE Carbonate","1994",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2418","Praslin NE Carbonate","1994",4,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2455","Praslin SW Patch","1994",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2521","Mahe E Carbonate","1994",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"2522","Mahe E Carbonate","1994",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"2523","Mahe E Carbonate","1994",5,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"2525","Mahe E Granite","1994",5,"Labridae","Cheilinus trilobatus",19,0.021,2.972,8.616463329,133,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2534","Mahe E Granite","1994",5,"Labridae","Thalassoma hebraicum",11,0.0183,2.862,1.136504087,17,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2535","Mahe E Granite","1994",5,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2536","Mahe E Granite","1994",5,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2537","Mahe E Granite","1994",5,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2544","Mahe E Patch","1994",5,"Labridae","Thalassoma hebraicum",11,0.0183,2.862,1.136504087,17,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2545","Mahe E Patch","1994",5,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2546","Mahe E Patch","1994",5,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2547","Mahe E Patch","1994",5,"Labridae","Thalassoma hebraicum",16,0.0183,2.862,3.321211457,51,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2557","Mahe NW Granite","1994",5,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.267922887,66,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2559","Mahe NW Granite","1994",5,"Labridae","Thalassoma hebraicum",11,0.0183,2.862,1.136504087,17,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2560","Mahe NW Granite","1994",5,"Labridae","Thalassoma hebraicum",11,0.0183,2.862,1.136504087,17,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2561","Mahe NW Granite","1994",5,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2566","Mahe W Carbonate","1994",5,"Labridae","Cheilinus trilobatus",35,0.021,2.972,52.94726968,815,"Invertivore",-4.669121,55.400252,"Fished","Recovering"
"2572","Mahe W Granite","1994",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"2573","Mahe W Granite","1994",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"2574","Mahe W Granite","1994",5,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"2575","Mahe W Patch","1994",5,"Labridae","Cheilinus trilobatus",24,0.021,2.972,17.25286215,266,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"2576","Mahe W Patch","1994",5,"Labridae","Cheilinus trilobatus",26,0.021,2.972,21.88638992,337,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"2581","Mahe W Patch","1994",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.684675,55.434722,"Fished","Recovering"
"2582","Praslin NE Carbonate","1994",5,"Labridae","Cheilinus trilobatus",30,0.021,2.972,33.48711326,515,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2590","Praslin NE Carbonate","1994",5,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2591","Praslin NE Carbonate","1994",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.315847,55.756687,"Fished","Shifted"
"2608","Praslin SW Carbonate","1994",5,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2609","Praslin SW Carbonate","1994",5,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2610","Praslin SW Carbonate","1994",5,"Labridae","Thalassoma hebraicum",17,0.0183,2.862,3.950480751,61,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2618","Praslin SW Patch","1994",5,"Labridae","Cheilinus trilobatus",20,0.021,2.972,10.03539541,154,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2620","Praslin SW Patch","1994",5,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2621","Praslin SW Patch","1994",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2622","Praslin SW Patch","1994",5,"Labridae","Thalassoma hebraicum",18,0.0183,2.862,4.652592825,72,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2684","Mahe E Carbonate","1994",6,"Labridae","Cheilinus trilobatus",22,0.021,2.972,13.32151289,205,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"2689","Mahe E Granite","1994",6,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.476689164,54,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2693","Mahe E Granite","1994",6,"Labridae","Thalassoma hebraicum",11,0.0183,2.862,1.136504087,17,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2694","Mahe E Granite","1994",6,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2695","Mahe E Granite","1994",6,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2696","Mahe E Granite","1994",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2697","Mahe E Granite","1994",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"2699","Mahe E Patch","1994",6,"Labridae","Thalassoma hebraicum",11,0.0183,2.862,1.136504087,17,"Invertivore",-4.703574,55.528198,"Fished","Recovering"
"2721","Mahe NW Granite","1994",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2722","Mahe NW Granite","1994",6,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.562673,55.436906,"Fished","Recovering"
"2727","Mahe NW Patch","1994",6,"Labridae","Thalassoma hebraicum",16,0.0183,2.862,3.321211457,51,"Invertivore",-4.614482,55.41627,"Fished","Recovering"
"2733","Mahe W Granite","1994",6,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"2734","Mahe W Granite","1994",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"2735","Mahe W Granite","1994",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.659828,55.360993,"Fished","Recovering"
"2763","Praslin SW Carbonate","1994",6,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032604,80,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2768","Praslin SW Carbonate","1994",6,"Labridae","Thalassoma hebraicum",16,0.0183,2.862,3.321211457,51,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2769","Praslin SW Carbonate","1994",6,"Labridae","Thalassoma hebraicum",23,0.0183,2.862,9.383615494,144,"Invertivore",-4.350873,55.701522,"Fished","Shifted"
"2775","Praslin SW Granite","1994",6,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"2776","Praslin SW Granite","1994",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.313662,55.678717,"Fished","Recovering"
"2779","Praslin SW Patch","1994",6,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2780","Praslin SW Patch","1994",6,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
"2781","Praslin SW Patch","1994",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.333943,55.692044,"Fished","Shifted"
