"","Location","Year","count","Family","Species","length","a","b","biomass.kgha","mass.g","FG.fine","lat","lon","Management","state"
"37332","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37333","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37334","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37335","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37336","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37337","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37338","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37339","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37340","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37341","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37342","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37343","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37344","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",8,0.0131,3.088,0.523199383,8,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37345","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",13,0.0131,3.088,2.343054631,36,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37346","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",13,0.0131,3.088,2.343054631,36,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37347","Praslin SW Carbonate","2008",5,"Siganidae","Siganus sutor",13,0.0131,3.088,2.343054631,36,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37348","Praslin SW Carbonate","2008",6,"Siganidae","Siganus sutor",11,0.0131,3.088,1.398768858,22,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37349","Praslin SW Carbonate","2008",6,"Siganidae","Siganus sutor",11,0.0131,3.088,1.398768858,22,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"37350","Praslin SW Carbonate","2008",6,"Siganidae","Siganus sutor",11,0.0131,3.088,1.398768858,22,"Herbivore Browser",-4.350873,55.701522,"Fished","Shifted"
"38954","Mahe E Carbonate","2011",1,"Acanthuridae","Acanthurus leucosternon",15,0.1317,2.392,5.564807093,86,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"38957","Mahe E Carbonate","2011",1,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.267922887,66,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"38958","Mahe E Carbonate","2011",1,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032604,80,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"38984","Mahe E Carbonate","2011",1,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"38985","Mahe E Carbonate","2011",1,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"38986","Mahe E Carbonate","2011",1,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"38987","Mahe E Carbonate","2011",1,"Labridae","Thalassoma hebraicum",17,0.0183,2.862,3.950480751,61,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"38988","Mahe E Carbonate","2011",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"38989","Mahe E Carbonate","2011",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"38990","Mahe E Carbonate","2011",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"38991","Mahe E Carbonate","2011",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"38992","Mahe E Carbonate","2011",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"38993","Mahe E Carbonate","2011",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"38994","Mahe E Carbonate","2011",2,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"38995","Mahe E Carbonate","2011",2,"Scaridae","Calotomus carolinus",16,0.0122,3.167,5.157768708,79,"Herbivore Browser",-4.710589,55.52704,"Fished","Shifted"
"38996","Mahe E Carbonate","2011",2,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.267922887,66,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39003","Mahe E Carbonate","2011",2,"Scaridae","Scarus niger",15,0.0142,3.14,4.548507814,70,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39004","Mahe E Carbonate","2011",2,"Scaridae","Scarus niger",18,0.0142,3.14,8.063025953,124,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39006","Mahe E Carbonate","2011",2,"Labridae","Thalassoma hebraicum",10,0.0183,2.862,0.865177342,13,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39007","Mahe E Carbonate","2011",2,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39008","Mahe E Carbonate","2011",2,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39009","Mahe E Carbonate","2011",2,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39010","Mahe E Carbonate","2011",2,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39011","Mahe E Carbonate","2011",2,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39012","Mahe E Carbonate","2011",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39013","Mahe E Carbonate","2011",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39014","Mahe E Carbonate","2011",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39015","Mahe E Carbonate","2011",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39016","Mahe E Carbonate","2011",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39017","Mahe E Carbonate","2011",3,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39018","Mahe E Carbonate","2011",3,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39019","Mahe E Carbonate","2011",3,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.476689164,54,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39020","Mahe E Carbonate","2011",3,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.476689164,54,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39021","Mahe E Carbonate","2011",3,"Labridae","Cheilinus trilobatus",15,0.021,2.972,4.267922887,66,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39022","Mahe E Carbonate","2011",3,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032604,80,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39036","Mahe E Carbonate","2011",3,"Mullidae","Parupeneus barberinus",27,0.0151,3.078,24.96713219,384,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39037","Mahe E Carbonate","2011",3,"Scaridae","Scarus prasiognathos",13,0.0142,3.14,2.902181156,45,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39039","Mahe E Carbonate","2011",3,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39040","Mahe E Carbonate","2011",3,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39041","Mahe E Carbonate","2011",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39042","Mahe E Carbonate","2011",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39043","Mahe E Carbonate","2011",3,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39044","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39045","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39046","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39047","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39048","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39049","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39050","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39051","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39052","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39053","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39054","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39055","Mahe E Carbonate","2011",4,"Acanthuridae","Acanthurus nigrofuscus",15,0.0301,2.967,6.03508385,93,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39060","Mahe E Carbonate","2011",4,"Scaridae","Leptoscarus vaigiensis",18,0.0173,2.965,5.923564586,91,"Herbivore Browser",-4.710589,55.52704,"Fished","Shifted"
"39061","Mahe E Carbonate","2011",4,"Scaridae","Leptoscarus vaigiensis",29,0.0173,2.965,24.36184716,375,"Herbivore Browser",-4.710589,55.52704,"Fished","Shifted"
"39064","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39065","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39066","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39067","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39068","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39069","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39070","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39071","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39072","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39073","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39074","Mahe E Carbonate","2011",4,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39075","Mahe E Carbonate","2011",5,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39076","Mahe E Carbonate","2011",5,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39077","Mahe E Carbonate","2011",5,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.789414056,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39096","Mahe E Carbonate","2011",5,"Mullidae","Parupeneus macronemus",11,0.0052,3.381,1.121001153,17,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39097","Mahe E Carbonate","2011",5,"Scaridae","Scarus rubroviolaceus",34,0.0136,3.109,50.99891173,785,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39098","Mahe E Carbonate","2011",5,"Scaridae","Scarus rubroviolaceus",35,0.0136,3.109,55.80852,859,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39099","Mahe E Carbonate","2011",5,"Scaridae","Scarus rubroviolaceus",35,0.0136,3.109,55.80852,859,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39100","Mahe E Carbonate","2011",5,"Scaridae","Scarus rubroviolaceus",35,0.0136,3.109,55.80852,859,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39101","Mahe E Carbonate","2011",5,"Scaridae","Scarus rubroviolaceus",38,0.0136,3.109,72.06761628,1109,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39105","Mahe E Carbonate","2011",5,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39106","Mahe E Carbonate","2011",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39107","Mahe E Carbonate","2011",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39108","Mahe E Carbonate","2011",5,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39109","Mahe E Carbonate","2011",5,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39110","Mahe E Carbonate","2011",6,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.476689164,54,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39118","Mahe E Carbonate","2011",6,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39119","Mahe E Carbonate","2011",6,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39120","Mahe E Carbonate","2011",6,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39121","Mahe E Carbonate","2011",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39122","Mahe E Carbonate","2011",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39123","Mahe E Carbonate","2011",6,"Labridae","Thalassoma hebraicum",14,0.0183,2.862,2.26633223,35,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39124","Mahe E Carbonate","2011",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39125","Mahe E Carbonate","2011",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39126","Mahe E Carbonate","2011",7,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39127","Mahe E Carbonate","2011",7,"Labridae","Cheilinus trilobatus",13,0.021,2.972,2.789414056,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39133","Mahe E Carbonate","2011",7,"Mullidae","Parupeneus barberinus",13,0.0151,3.078,2.632380306,41,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39137","Mahe E Carbonate","2011",7,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39138","Mahe E Carbonate","2011",7,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39139","Mahe E Carbonate","2011",7,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39140","Mahe E Carbonate","2011",7,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39141","Mahe E Carbonate","2011",7,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39142","Mahe E Carbonate","2011",7,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39143","Mahe E Carbonate","2011",7,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39144","Mahe E Carbonate","2011",7,"Labridae","Thalassoma hebraicum",15,0.0183,2.862,2.761075742,43,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39145","Mahe E Carbonate","2011",8,"Acanthuridae","Acanthurus lineatus",19,0.0126,3.064,6.778375532,104,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39146","Mahe E Carbonate","2011",8,"Acanthuridae","Acanthurus lineatus",19,0.0126,3.064,6.778375532,104,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39147","Mahe E Carbonate","2011",8,"Acanthuridae","Acanthurus lineatus",19,0.0126,3.064,6.778375532,104,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39148","Mahe E Carbonate","2011",8,"Acanthuridae","Acanthurus lineatus",19,0.0126,3.064,6.778375532,104,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39149","Mahe E Carbonate","2011",8,"Acanthuridae","Acanthurus lineatus",19,0.0126,3.064,6.778375532,104,"Herbivore Grazer",-4.710589,55.52704,"Fished","Shifted"
"39153","Mahe E Carbonate","2011",8,"Labridae","Cheilinus trilobatus",16,0.021,2.972,5.17032604,80,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39154","Mahe E Carbonate","2011",8,"Labridae","Cheilinus trilobatus",17,0.021,2.972,6.191095972,95,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39155","Mahe E Carbonate","2011",8,"Labridae","Cheilinus trilobatus",23,0.021,2.972,15.20297113,234,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39185","Mahe E Carbonate","2011",8,"Mullidae","Parupeneus barberinus",10,0.0151,3.078,1.173899708,18,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39186","Mahe E Carbonate","2011",8,"Scaridae","Scarus frenatus",32,0.0169,3.049,42.6327194,656,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39187","Mahe E Carbonate","2011",8,"Scaridae","Scarus ghobban",23,0.0169,3.049,15.57574842,240,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39188","Mahe E Carbonate","2011",8,"Scaridae","Scarus prasiognathos",49,0.0142,3.14,187.1363192,2881,"Herbivore Scraper",-4.710589,55.52704,"Fished","Shifted"
"39190","Mahe E Carbonate","2011",8,"Siganidae","Siganus argenteus",19,0.0131,3.088,7.563389437,116,"Herbivore Browser",-4.710589,55.52704,"Fished","Shifted"
"39195","Mahe E Carbonate","2011",8,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39196","Mahe E Carbonate","2011",8,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39197","Mahe E Carbonate","2011",8,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39198","Mahe E Carbonate","2011",8,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39199","Mahe E Carbonate","2011",8,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39200","Mahe E Carbonate","2011",8,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39201","Mahe E Carbonate","2011",8,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39202","Mahe E Carbonate","2011",8,"Labridae","Thalassoma hebraicum",13,0.0183,2.862,1.833204908,28,"Invertivore",-4.710589,55.52704,"Fished","Shifted"
"39203","Mahe E Granite","2011",1,"Acanthuridae","Acanthurus leucosternon",14,0.1317,2.392,4.718218874,73,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"39204","Mahe E Granite","2011",1,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"39205","Mahe E Granite","2011",1,"Acanthuridae","Acanthurus nigrofuscus",13,0.0301,2.967,3.947212152,61,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
"39206","Mahe E Granite","2011",1,"Scaridae","Calotomus carolinus",40,0.0122,3.167,93.91562877,1446,"Herbivore Browser",-4.734961,55.528958,"Fished","Shifted"
"39210","Mahe E Granite","2011",1,"Labridae","Cheilinus trilobatus",14,0.021,2.972,3.476689164,54,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"39224","Mahe E Granite","2011",1,"Mullidae","Parupeneus barberinus",32,0.0151,3.078,42.11944383,648,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"39225","Mahe E Granite","2011",1,"Scaridae","Scarus frenatus",27,0.0169,3.049,25.39620762,391,"Herbivore Scraper",-4.734961,55.528958,"Fished","Shifted"
"39226","Mahe E Granite","2011",1,"Scaridae","Scarus frenatus",27,0.0169,3.049,25.39620762,391,"Herbivore Scraper",-4.734961,55.528958,"Fished","Shifted"
"39227","Mahe E Granite","2011",1,"Scaridae","Scarus frenatus",29,0.0169,3.049,31.57855458,486,"Herbivore Scraper",-4.734961,55.528958,"Fished","Shifted"
"39228","Mahe E Granite","2011",1,"Scaridae","Scarus frenatus",30,0.0169,3.049,35.01736456,539,"Herbivore Scraper",-4.734961,55.528958,"Fished","Shifted"
"39229","Mahe E Granite","2011",1,"Scaridae","Scarus ghobban",30,0.0169,3.049,35.01736456,539,"Herbivore Scraper",-4.734961,55.528958,"Fished","Shifted"
"39230","Mahe E Granite","2011",1,"Scaridae","Scarus niger",27,0.0142,3.14,28.80213032,443,"Herbivore Scraper",-4.734961,55.528958,"Fished","Shifted"
"39231","Mahe E Granite","2011",1,"Scaridae","Scarus prasiognathos",34,0.0142,3.14,59.39996529,914,"Herbivore Scraper",-4.734961,55.528958,"Fished","Shifted"
"39232","Mahe E Granite","2011",1,"Labridae","Thalassoma hebraicum",12,0.0183,2.862,1.457880286,22,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"39233","Mahe E Granite","2011",1,"Labridae","Thalassoma hebraicum",17,0.0183,2.862,3.950480751,61,"Invertivore",-4.734961,55.528958,"Fished","Shifted"
"39234","Mahe E Granite","2011",2,"Acanthuridae","Acanthurus nigrofuscus",14,0.0301,2.967,4.917930927,76,"Herbivore Grazer",-4.734961,55.528958,"Fished","Shifted"
